title,runtime,vote_average,vote_count,year,genre
Bride of Frankenstein,75.0,7.4,208.0,1935,science fiction
Burnt Offerings,116.0,6.6,58.0,1976,horror
Candyman,99.0,6.2,303.0,1992,drama
Candyman,99.0,6.2,303.0,1992,horror
Candyman,99.0,6.2,303.0,1992,thriller
Cape Fear,128.0,7.0,692.0,1991,crime
Cape Fear,128.0,7.0,692.0,1991,thriller
Cape Fear,105.0,7.2,125.0,1962,drama
Cape Fear,105.0,7.2,125.0,1962,thriller
Carrie,98.0,7.0,977.0,1976,horror
Carrie,98.0,7.0,977.0,1976,thriller
Cat People,118.0,6.0,97.0,1982,drama
Cat People,118.0,6.0,97.0,1982,fantasy
Cat People,118.0,6.0,97.0,1982,horror
Cat People,118.0,6.0,97.0,1982,thriller
A Nightmare on Elm Street,91.0,7.2,1212.0,1984,horror
Nosferatu,94.0,7.7,373.0,2022,fantasy
Nosferatu,94.0,7.7,373.0,2022,horror
Vampire in Venice,97.0,8.5,2.0,1988,horror
The Omen,111.0,7.2,485.0,1976,horror
The Omen,111.0,7.2,485.0,1976,thriller
Blood and Wine,101.0,5.5,34.0,1996,crime
Blood and Wine,101.0,5.5,34.0,1996,drama
Blood and Wine,101.0,5.5,34.0,1996,thriller
Albino Alligator,97.0,5.6,45.0,1996,crime
Albino Alligator,97.0,5.6,45.0,1996,drama
Albino Alligator,97.0,5.6,45.0,1996,thriller
The Mirror Has Two Faces,126.0,6.5,47.0,1996,comedy
The Mirror Has Two Faces,126.0,6.5,47.0,1996,drama
The Mirror Has Two Faces,126.0,6.5,47.0,1996,romance
Breaking the Waves,159.0,7.2,213.0,1996,drama
Breaking the Waves,159.0,7.2,213.0,1996,romance
Nightwatch,102.0,6.2,104.0,1997,action
Nightwatch,102.0,6.2,104.0,1997,drama
Nightwatch,102.0,6.2,104.0,1997,horror
Nightwatch,102.0,6.2,104.0,1997,mystery
Nightwatch,102.0,6.2,104.0,1997,thriller
Star Trek: First Contact,111.0,7.0,671.0,1996,science fiction
Star Trek: First Contact,111.0,7.0,671.0,1996,action
Star Trek: First Contact,111.0,7.0,671.0,1996,adventure
Star Trek: First Contact,111.0,7.0,671.0,1996,thriller
Shine,105.0,7.3,136.0,1996,drama
Sling Blade,135.0,7.4,236.0,1996,drama
Jingle All the Way,89.0,5.5,583.0,1996,family
Jingle All the Way,89.0,5.5,583.0,1996,comedy
Identification of a Woman,128.0,5.8,15.0,1982,romance
Identification of a Woman,128.0,5.8,15.0,1982,drama
Paradise Lost: The Child Murders at Robin Hood Hills,150.0,7.9,38.0,1996,documentary
Paradise Lost: The Child Murders at Robin Hood Hills,150.0,7.9,38.0,1996,drama
The Preacher's Wife,124.0,5.4,55.0,1996,fantasy
The Preacher's Wife,124.0,5.4,55.0,1996,drama
The Preacher's Wife,124.0,5.4,55.0,1996,comedy
The Preacher's Wife,124.0,5.4,55.0,1996,science fiction
The Preacher's Wife,124.0,5.4,55.0,1996,romance
The Preacher's Wife,124.0,5.4,55.0,1996,family
Zero Kelvin,118.0,6.4,5.0,1995,drama
Zero Kelvin,118.0,6.4,5.0,1995,thriller
Ridicule,102.0,7.4,30.0,1996,comedy
Ridicule,102.0,7.4,30.0,1996,drama
Ridicule,102.0,7.4,30.0,1996,romance
The Crucible,124.0,6.7,134.0,1996,drama
The Crucible,124.0,6.7,134.0,1996,history
101 Dalmatians,103.0,5.6,722.0,1996,comedy
101 Dalmatians,103.0,5.6,722.0,1996,family
The Forbidden Christ,0.0,5.5,2.0,1951,drama
I Can't Sleep,112.0,5.0,1.0,1994,drama
I Can't Sleep,112.0,5.0,1.0,1994,mystery
Die Hard 2,124.0,6.6,1920.0,1990,action
Die Hard 2,124.0,6.6,1920.0,1990,thriller
Star Trek: The Motion Picture,132.0,6.2,541.0,1979,science fiction
Star Trek: The Motion Picture,132.0,6.2,541.0,1979,adventure
Star Trek: The Motion Picture,132.0,6.2,541.0,1979,mystery
Star Trek VI: The Undiscovered Country,113.0,6.7,421.0,1991,science fiction
Star Trek VI: The Undiscovered Country,113.0,6.7,421.0,1991,action
Star Trek VI: The Undiscovered Country,113.0,6.7,421.0,1991,adventure
Star Trek VI: The Undiscovered Country,113.0,6.7,421.0,1991,thriller
Star Trek V: The Final Frontier,107.0,5.6,384.0,1989,science fiction
Star Trek V: The Final Frontier,107.0,5.6,384.0,1989,action
Star Trek V: The Final Frontier,107.0,5.6,384.0,1989,adventure
Star Trek V: The Final Frontier,107.0,5.6,384.0,1989,thriller
Star Trek II: The Wrath of Khan,113.0,7.3,688.0,1982,action
Star Trek II: The Wrath of Khan,113.0,7.3,688.0,1982,adventure
Star Trek II: The Wrath of Khan,113.0,7.3,688.0,1982,science fiction
Star Trek II: The Wrath of Khan,113.0,7.3,688.0,1982,thriller
Star Trek III: The Search for Spock,105.0,6.4,443.0,1984,science fiction
Star Trek III: The Search for Spock,105.0,6.4,443.0,1984,action
Star Trek III: The Search for Spock,105.0,6.4,443.0,1984,adventure
Star Trek III: The Search for Spock,105.0,6.4,443.0,1984,thriller
Star Trek IV: The Voyage Home,119.0,6.9,490.0,1986,science fiction
Star Trek IV: The Voyage Home,119.0,6.9,490.0,1986,adventure
Batman Returns,126.0,6.6,1706.0,1992,action
Batman Returns,126.0,6.6,1706.0,1992,fantasy
Young Guns,107.0,6.6,262.0,1988,crime
Young Guns,107.0,6.6,262.0,1988,action
Young Guns,107.0,6.6,262.0,1988,adventure
Young Guns,107.0,6.6,262.0,1988,drama
Young Guns,107.0,6.6,262.0,1988,western
Young Guns II,132.0,6.3,165.0,1990,western
Young Guns II,132.0,6.3,165.0,1990,adventure
Grease,110.0,7.2,1633.0,1978,romance
Grease 2,115.0,4.9,185.0,1982,comedy
Grease 2,115.0,4.9,185.0,1982,drama
Grease 2,115.0,4.9,185.0,1982,family
Grease 2,115.0,4.9,185.0,1982,music
Grease 2,115.0,4.9,185.0,1982,romance
Marked for Death,94.0,5.6,100.0,1990,action
Marked for Death,94.0,5.6,100.0,1990,thriller
Adrenalin: Fear the Rush,77.0,3.9,19.0,1996,action
Adrenalin: Fear the Rush,77.0,3.9,19.0,1996,science fiction
Adrenalin: Fear the Rush,77.0,3.9,19.0,1996,thriller
The Substance of Fire,97.0,6.0,1.0,1996,drama
Under Siege,103.0,6.1,405.0,1992,action
Under Siege,103.0,6.1,405.0,1992,thriller
Terror in a Texas Town,80.0,7.1,13.0,1958,action
Terror in a Texas Town,80.0,7.1,13.0,1958,western
Jaws,124.0,7.5,2628.0,1975,horror
Jaws,124.0,7.5,2628.0,1975,thriller
Jaws,124.0,7.5,2628.0,1975,adventure
Jaws 2,116.0,5.9,412.0,1978,horror
Jaws 2,116.0,5.9,412.0,1978,thriller
Jaws 3-D,99.0,4.2,266.0,1983,thriller
Jaws 3-D,99.0,4.2,266.0,1983,horror
My Fellow Americans,101.0,6.3,46.0,1996,comedy
My Fellow Americans,101.0,6.3,46.0,1996,drama
Mars Attacks!,106.0,6.1,1544.0,1996,comedy
Mars Attacks!,106.0,6.1,1544.0,1996,fantasy
Mars Attacks!,106.0,6.1,1544.0,1996,science fiction
Citizen Ruth,104.0,6.8,27.0,1996,drama
Citizen Ruth,104.0,6.8,27.0,1996,comedy
Jerry Maguire,139.0,6.7,941.0,1996,comedy
Jerry Maguire,139.0,6.7,941.0,1996,drama
Jerry Maguire,139.0,6.7,941.0,1996,romance
Raising Arizona,94.0,7.2,548.0,1987,comedy
Raising Arizona,94.0,7.2,548.0,1987,crime
Tin Men,112.0,6.8,38.0,1987,comedy
Tin Men,112.0,6.8,38.0,1987,drama
Sneakers,126.0,6.7,301.0,1992,comedy
Sneakers,126.0,6.7,301.0,1992,crime
Sneakers,126.0,6.7,301.0,1992,drama
Bastard Out of Carolina,97.0,7.3,19.0,1996,drama
In Love and War,113.0,6.0,28.0,1996,drama
In Love and War,113.0,6.0,28.0,1996,romance
Marvin's Room,98.0,6.6,130.0,1996,drama
Somebody Is Waiting,96.0,0.0,0.0,1996,drama
Ghosts of Mississippi,130.0,6.2,40.0,1996,history
Ghosts of Mississippi,130.0,6.2,40.0,1996,drama
Night Falls on Manhattan,113.0,6.6,24.0,1996,drama
Night Falls on Manhattan,113.0,6.6,24.0,1996,crime
Beavis and Butt-Head Do America,81.0,6.5,169.0,1996,animation
Beavis and Butt-Head Do America,81.0,6.5,169.0,1996,comedy
La C̩r̩monie,111.0,7.0,40.0,1995,drama
La C̩r̩monie,111.0,7.0,40.0,1995,thriller
Scream,111.0,7.0,1520.0,1996,crime
Scream,111.0,7.0,1520.0,1996,horror
Scream,111.0,7.0,1520.0,1996,mystery
The Last of the Mohicans,112.0,7.1,747.0,1992,action
The Last of the Mohicans,112.0,7.1,747.0,1992,adventure
The Last of the Mohicans,112.0,7.1,747.0,1992,drama
The Last of the Mohicans,112.0,7.1,747.0,1992,history
The Last of the Mohicans,112.0,7.1,747.0,1992,romance
The Last of the Mohicans,112.0,7.1,747.0,1992,war
Michael,105.0,5.5,174.0,1996,comedy
Michael,105.0,5.5,174.0,1996,drama
Michael,105.0,5.5,174.0,1996,fantasy
The Evening Star,129.0,5.8,18.0,1996,drama
The Evening Star,129.0,5.8,18.0,1996,romance
The Evening Star,129.0,5.8,18.0,1996,family
The Evening Star,129.0,5.8,18.0,1996,comedy
Hamlet,242.0,7.3,118.0,1996,drama
Some Mother's Son,112.0,7.0,6.0,1996,drama
Some Mother's Son,112.0,7.0,6.0,1996,history
The Whole Wide World,106.0,6.4,9.0,1996,drama
The Whole Wide World,106.0,6.4,9.0,1996,romance
Mother,104.0,6.8,19.0,1996,comedy
Thieves,117.0,7.0,5.0,1996,romance
Thieves,117.0,7.0,5.0,1996,crime
Thieves,117.0,7.0,5.0,1996,drama
Evita,134.0,5.9,122.0,1996,history
Evita,134.0,5.9,122.0,1996,drama
Evita,134.0,5.9,122.0,1996,music
The Portrait of a Lady,144.0,6.3,46.0,1996,drama
The Portrait of a Lady,144.0,6.3,46.0,1996,romance
Walkabout,95.0,7.4,111.0,1971,adventure
Walkabout,95.0,7.4,111.0,1971,drama
Message to Love: The Isle of Wight Festival,127.0,6.4,4.0,1996,documentary
Message to Love: The Isle of Wight Festival,127.0,6.4,4.0,1996,music
Murder at 1600,107.0,5.8,130.0,1997,action
Murder at 1600,107.0,5.8,130.0,1997,drama
Murder at 1600,107.0,5.8,130.0,1997,mystery
Murder at 1600,107.0,5.8,130.0,1997,thriller
Murder at 1600,107.0,5.8,130.0,1997,crime
Hearts and Minds,113.0,0.0,0.0,1995,drama
Hearts and Minds,113.0,0.0,0.0,1995,thriller
Hearts and Minds,113.0,0.0,0.0,1995,documentary
Hearts and Minds,113.0,0.0,0.0,1995,romance
Hearts and Minds,113.0,0.0,0.0,1995,foreign
Inside,94.0,0.0,1.0,1996,crime
Inside,94.0,0.0,1.0,1996,drama
Inside,94.0,0.0,1.0,1996,tv movie
Fierce Creatures,93.0,6.0,95.0,1997,comedy
Fierce Creatures,93.0,6.0,95.0,1997,romance
Zeus & Roxanne,98.0,4.2,16.0,1997,action
Zeus & Roxanne,98.0,4.2,16.0,1997,adventure
Zeus & Roxanne,98.0,4.2,16.0,1997,comedy
Zeus & Roxanne,98.0,4.2,16.0,1997,family
Zeus & Roxanne,98.0,4.2,16.0,1997,romance
Turbulence,100.0,5.2,63.0,1997,action
Turbulence,100.0,5.2,63.0,1997,thriller
Turbulence,100.0,5.2,63.0,1997,crime
Angel Baby,105.0,7.7,3.0,1995,drama
First Strike,107.0,6.5,101.0,1996,action
First Strike,107.0,6.5,101.0,1996,adventure
First Strike,107.0,6.5,101.0,1996,comedy
First Strike,107.0,6.5,101.0,1996,crime
First Strike,107.0,6.5,101.0,1996,drama
First Strike,107.0,6.5,101.0,1996,thriller
Underworld,95.0,6.0,1.0,1996,drama
Underworld,95.0,6.0,1.0,1996,action
Underworld,95.0,6.0,1.0,1996,comedy
Underworld,95.0,6.0,1.0,1996,thriller
Beverly Hills Ninja,88.0,5.5,176.0,1997,action
Beverly Hills Ninja,88.0,5.5,176.0,1997,comedy
Metro,117.0,5.3,136.0,1997,action
Metro,117.0,5.3,136.0,1997,adventure
Metro,117.0,5.3,136.0,1997,comedy
Metro,117.0,5.3,136.0,1997,crime
Metro,117.0,5.3,136.0,1997,thriller
The Machine,0.0,4.5,2.0,1994,horror
The Machine,0.0,4.5,2.0,1994,thriller
The Machine,0.0,4.5,2.0,1994,science fiction
Falling in Love Again,103.0,6.1,4.0,1980,drama
Falling in Love Again,103.0,6.1,4.0,1980,romance
The Cement Garden,105.0,7.2,23.0,1993,drama
Dante's Peak,108.0,5.8,445.0,1997,action
Dante's Peak,108.0,5.8,445.0,1997,adventure
Dante's Peak,108.0,5.8,445.0,1997,thriller
Meet Wally Sparks,105.0,5.3,10.0,1997,comedy
Amos & Andrew,96.0,5.0,47.0,1993,action
Amos & Andrew,96.0,5.0,47.0,1993,comedy
Benny & Joon,98.0,6.9,220.0,1993,comedy
Benny & Joon,98.0,6.9,220.0,1993,drama
Benny & Joon,98.0,6.9,220.0,1993,romance
Prefontaine,106.0,6.7,21.0,1997,drama
Prefontaine,106.0,6.7,21.0,1997,romance
A Tickle in the Heart,90.0,0.0,0.0,1996,documentary
Guantanamera,105.0,8.0,3.0,1995,drama
Guantanamera,105.0,8.0,3.0,1995,comedy
Guantanamera,105.0,8.0,3.0,1995,romance
Guantanamera,105.0,8.0,3.0,1995,foreign
McHale's Navy,108.0,4.4,27.0,1997,action
McHale's Navy,108.0,4.4,27.0,1997,comedy
McHale's Navy,108.0,4.4,27.0,1997,romance
Kolya,105.0,7.5,46.0,1996,music
Kolya,105.0,7.5,46.0,1996,drama
Kolya,105.0,7.5,46.0,1996,comedy
Gridlock'd,91.0,6.8,55.0,1997,crime
Gridlock'd,91.0,6.8,55.0,1997,drama
Gridlock'd,91.0,6.8,55.0,1997,comedy
Fire on the Mountain,72.0,0.0,0.0,1996,documentary
Waiting for Guffman,84.0,7.4,66.0,1996,music
Waiting for Guffman,84.0,7.4,66.0,1996,comedy
Prisoner of the Mountains,99.0,6.6,14.0,1996,drama
Prisoner of the Mountains,99.0,6.6,14.0,1996,war
The Beautician and the Beast,105.0,5.2,53.0,1997,comedy
The Beautician and the Beast,105.0,5.2,53.0,1997,romance
SubUrbia,121.0,6.4,32.0,1996,comedy
SubUrbia,121.0,6.4,32.0,1996,drama
Hotel de Love,95.0,4.3,2.0,1996,comedy
Hotel de Love,95.0,4.3,2.0,1996,foreign
Hotel de Love,95.0,4.3,2.0,1996,romance
The Pest,82.0,5.0,35.0,1997,action
The Pest,82.0,5.0,35.0,1997,comedy
Fools Rush In,109.0,5.8,133.0,1997,drama
Fools Rush In,109.0,5.8,133.0,1997,comedy
Fools Rush In,109.0,5.8,133.0,1997,romance
Touch,96.0,6.0,10.0,1997,action
Touch,96.0,6.0,10.0,1997,comedy
Touch,96.0,6.0,10.0,1997,drama
Touch,96.0,6.0,10.0,1997,foreign
Touch,96.0,6.0,10.0,1997,romance
Absolute Power,121.0,6.4,226.0,1997,crime
Absolute Power,121.0,6.4,226.0,1997,drama
Absolute Power,121.0,6.4,226.0,1997,thriller
That Darn Cat,89.0,3.9,11.0,1997,comedy
That Darn Cat,89.0,3.9,11.0,1997,family
Vegas Vacation,93.0,6.0,175.0,1997,comedy
Unforgotten: Twenty-Five Years After Willowbrook,0.0,7.0,2.0,1997,
That Old Feeling,105.0,7.1,15.0,1997,comedy
That Old Feeling,105.0,7.1,15.0,1997,drama
That Old Feeling,105.0,7.1,15.0,1997,romance
Lost Highway,134.0,7.5,572.0,1997,drama
Lost Highway,134.0,7.5,572.0,1997,thriller
Lost Highway,134.0,7.5,572.0,1997,mystery
Rosewood,140.0,6.7,31.0,1997,drama
Rosewood,140.0,6.7,31.0,1997,history
Donnie Brasco,127.0,7.4,1175.0,1997,crime
Donnie Brasco,127.0,7.4,1175.0,1997,drama
Donnie Brasco,127.0,7.4,1175.0,1997,thriller
Salut cousin !,0.0,3.3,4.0,1996,comedy
Booty Call,79.0,5.6,29.0,1997,comedy
Rhyme & Reason,0.0,6.3,8.0,1997,documentary
Boys Life 2,74.0,5.0,1.0,1997,drama
Boys Life 2,74.0,5.0,1.0,1997,romance
City of Industry,97.0,5.6,14.0,1997,crime
City of Industry,97.0,5.6,14.0,1997,thriller
City of Industry,97.0,5.6,14.0,1997,drama
Best Men,90.0,5.6,8.0,1997,comedy
Best Men,90.0,5.6,8.0,1997,romance
Jungle 2 Jungle,97.0,4.9,122.0,1997,comedy
Jungle 2 Jungle,97.0,4.9,122.0,1997,family
Kama Sutra - A Tale of Love,117.0,5.7,36.0,1996,drama
Kama Sutra - A Tale of Love,117.0,5.7,36.0,1996,history
Kama Sutra - A Tale of Love,117.0,5.7,36.0,1996,romance
Private Parts,109.0,6.7,106.0,1997,comedy
Private Parts,109.0,6.7,106.0,1997,drama
Love Jones,104.0,8.1,12.0,1997,comedy
Love Jones,104.0,8.1,12.0,1997,drama
Love Jones,104.0,8.1,12.0,1997,romance
The Saint,116.0,5.9,310.0,1997,thriller
The Saint,116.0,5.9,310.0,1997,action
The Saint,116.0,5.9,310.0,1997,romance
The Saint,116.0,5.9,310.0,1997,science fiction
The Saint,116.0,5.9,310.0,1997,adventure
Smilla's Sense of Snow,121.0,6.6,61.0,1997,action
Smilla's Sense of Snow,121.0,6.6,61.0,1997,crime
Smilla's Sense of Snow,121.0,6.6,61.0,1997,drama
Smilla's Sense of Snow,121.0,6.6,61.0,1997,mystery
Smilla's Sense of Snow,121.0,6.6,61.0,1997,thriller
The Van,100.0,5.9,15.0,1996,comedy
The Van,100.0,5.9,15.0,1996,drama
Crash,100.0,6.5,224.0,1996,drama
Crash,100.0,6.5,224.0,1996,thriller
Crash,100.0,6.5,224.0,1996,romance
The Daytrippers,87.0,6.2,11.0,1996,comedy
The Daytrippers,87.0,6.2,11.0,1996,drama
The Daytrippers,87.0,6.2,11.0,1996,mystery
Liar Liar,86.0,6.4,1456.0,1997,comedy
The Quiet Room,93.0,5.0,1.0,1996,drama
The Quiet Room,93.0,5.0,1.0,1996,foreign
Selena,127.0,7.1,115.0,1997,drama
The Devil's Own,107.0,5.9,300.0,1997,crime
The Devil's Own,107.0,5.9,300.0,1997,thriller
The Devil's Own,107.0,5.9,300.0,1997,drama
Cats Don't Dance,75.0,7.1,25.0,1997,animation
Cats Don't Dance,75.0,7.1,25.0,1997,comedy
Cats Don't Dance,75.0,7.1,25.0,1997,family
Cats Don't Dance,75.0,7.1,25.0,1997,music
B.A.P.S.,90.0,4.2,13.0,1997,action
B.A.P.S.,90.0,4.2,13.0,1997,comedy
Love and Other Catastrophes,78.0,5.8,9.0,1996,comedy
Love and Other Catastrophes,78.0,5.8,9.0,1996,romance
Turbo: A Power Rangers Movie,99.0,4.6,60.0,1997,action
Turbo: A Power Rangers Movie,99.0,4.6,60.0,1997,adventure
Turbo: A Power Rangers Movie,99.0,4.6,60.0,1997,family
Turbo: A Power Rangers Movie,99.0,4.6,60.0,1997,fantasy
Turbo: A Power Rangers Movie,99.0,4.6,60.0,1997,science fiction
Turbo: A Power Rangers Movie,99.0,4.6,60.0,1997,thriller
Anna Karenina,108.0,6.4,26.0,1997,drama
Anna Karenina,108.0,6.4,26.0,1997,romance
Double Team,93.0,4.4,163.0,1997,action
Double Team,93.0,4.4,163.0,1997,science fiction
Inventing the Abbotts,110.0,6.4,43.0,1997,drama
Inventing the Abbotts,110.0,6.4,43.0,1997,romance
Anaconda,89.0,4.8,624.0,1997,adventure
Anaconda,89.0,4.8,624.0,1997,horror
Anaconda,89.0,4.8,624.0,1997,thriller
Grosse Pointe Blank,107.0,6.9,278.0,1997,action
Grosse Pointe Blank,107.0,6.9,278.0,1997,comedy
Grosse Pointe Blank,107.0,6.9,278.0,1997,thriller
Grosse Pointe Blank,107.0,6.9,278.0,1997,romance
Keys to Tulsa,113.0,4.9,5.0,1997,crime
Keys to Tulsa,113.0,4.9,5.0,1997,drama
Keys to Tulsa,113.0,4.9,5.0,1997,thriller
Kissed,78.0,7.0,21.0,1996,romance
Kissed,78.0,7.0,21.0,1996,drama
8 Heads in a Duffel Bag,95.0,5.4,39.0,1997,comedy
8 Heads in a Duffel Bag,95.0,5.4,39.0,1997,crime
Hollow Reed,102.0,6.8,6.0,1996,drama
Paradise Road,122.0,6.2,21.0,1997,war
Paradise Road,122.0,6.2,21.0,1997,drama
Paradise Road,122.0,6.2,21.0,1997,history
Traveller,101.0,5.9,6.0,1997,drama
Traveller,101.0,5.9,6.0,1997,crime
All Over Me,93.0,5.9,15.0,1997,drama
All Over Me,93.0,5.9,15.0,1997,romance
A Brother's Kiss,92.0,8.0,1.0,1997,drama
A Chef in Love,100.0,3.5,2.0,1996,drama
A Chef in Love,100.0,3.5,2.0,1996,comedy
A Chef in Love,100.0,3.5,2.0,1996,romance
A Chef in Love,100.0,3.5,2.0,1996,foreign
Romy and Michele's High School Reunion,92.0,6.0,160.0,1997,comedy
Temptress Moon,130.0,7.2,6.0,1996,drama
Temptress Moon,130.0,7.2,6.0,1996,foreign
Temptress Moon,130.0,7.2,6.0,1996,romance
Volcano,104.0,5.2,387.0,1997,science fiction
Volcano,104.0,5.2,387.0,1997,action
Volcano,104.0,5.2,387.0,1997,drama
Volcano,104.0,5.2,387.0,1997,thriller
Children of the Revolution,101.0,5.3,9.0,1996,comedy
Children of the Revolution,101.0,5.3,9.0,1996,drama
Austin Powers: International Man of Mystery,94.0,6.5,1033.0,1997,science fiction
Austin Powers: International Man of Mystery,94.0,6.5,1033.0,1997,comedy
Austin Powers: International Man of Mystery,94.0,6.5,1033.0,1997,crime
Breakdown,95.0,6.6,202.0,1997,drama
Breakdown,95.0,6.6,202.0,1997,action
Breakdown,95.0,6.6,202.0,1997,thriller
Broken English,92.0,7.0,2.0,1996,romance
Broken English,92.0,7.0,2.0,1996,drama
Commandments,88.0,5.3,5.0,1997,comedy
Commandments,88.0,5.3,5.0,1997,drama
Commandments,88.0,5.3,5.0,1997,romance
Ripe,92.0,4.0,4.0,1996,drama
"Truth or Consequences, N.M.",106.0,5.7,15.0,1997,action
"Truth or Consequences, N.M.",106.0,5.7,15.0,1997,crime
"Truth or Consequences, N.M.",106.0,5.7,15.0,1997,drama
"Truth or Consequences, N.M.",106.0,5.7,15.0,1997,romance
"Truth or Consequences, N.M.",106.0,5.7,15.0,1997,thriller
The Turning,87.0,0.0,0.0,1992,drama
Warriors of Virtue,103.0,4.7,9.0,1997,fantasy
Warriors of Virtue,103.0,4.7,9.0,1997,family
Warriors of Virtue,103.0,4.7,9.0,1997,action
Fathers' Day,89.0,5.1,77.0,1997,comedy
Fathers' Day,89.0,5.1,77.0,1997,family
The Fifth Element,126.0,7.3,3962.0,1997,adventure
The Fifth Element,126.0,7.3,3962.0,1997,fantasy
The Fifth Element,126.0,7.3,3962.0,1997,action
The Fifth Element,126.0,7.3,3962.0,1997,thriller
The Fifth Element,126.0,7.3,3962.0,1997,science fiction
Intimate Relations,105.0,8.0,1.0,1996,
Nowhere,82.0,6.3,27.0,1997,science fiction
Nowhere,82.0,6.3,27.0,1997,drama
Nowhere,82.0,6.3,27.0,1997,comedy
Losing Chase,98.0,3.9,6.0,1996,drama
Losing Chase,98.0,3.9,6.0,1996,romance
Sprung,105.0,5.0,7.0,1997,comedy
Sprung,105.0,5.0,7.0,1997,romance
The Promise,115.0,5.0,1.0,1995,drama
The Promise,115.0,5.0,1.0,1995,romance
Le Bonheur,79.0,7.0,21.0,1965,drama
Le Bonheur,79.0,7.0,21.0,1965,romance
Love! Valour! Compassion!,108.0,5.7,10.0,1997,drama
Shall We Dance?,136.0,7.2,35.0,1996,music
Shall We Dance?,136.0,7.2,35.0,1996,comedy
Shall We Dance?,136.0,7.2,35.0,1996,drama
Shall We Dance?,136.0,7.2,35.0,1996,romance
The Second Jungle Book: Mowgli & Baloo,88.0,3.2,5.0,1997,adventure
The Second Jungle Book: Mowgli & Baloo,88.0,3.2,5.0,1997,family
Twin Town,99.0,6.6,29.0,1997,comedy
Twin Town,99.0,6.6,29.0,1997,drama
Addicted to Love,100.0,6.1,112.0,1997,comedy
Addicted to Love,100.0,6.1,112.0,1997,romance
Brassed Off,107.0,6.9,53.0,1996,comedy
Brassed Off,107.0,6.9,53.0,1996,romance
Brassed Off,107.0,6.9,53.0,1996,drama
The Designated Mourner,94.0,8.0,2.0,1997,
The Lost World: Jurassic Park,129.0,6.2,2528.0,1997,adventure
The Lost World: Jurassic Park,129.0,6.2,2528.0,1997,action
The Lost World: Jurassic Park,129.0,6.2,2528.0,1997,science fiction
Ponette,97.0,7.5,11.0,1996,drama
Ponette,97.0,7.5,11.0,1996,foreign
Schizopolis,96.0,6.4,22.0,1996,comedy
Shiloh,93.0,5.7,17.0,1996,drama
Shiloh,93.0,5.7,17.0,1996,family
The War at Home,119.0,6.9,7.0,1996,drama
Rough Magic,100.0,6.3,7.0,1995,comedy
Rough Magic,100.0,6.3,7.0,1995,drama
Rough Magic,100.0,6.3,7.0,1995,romance
Rough Magic,100.0,6.3,7.0,1995,fantasy
Trial and Error,98.0,5.3,17.0,1997,comedy
Trial and Error,98.0,5.3,17.0,1997,romance
Buddy,84.0,3.9,13.0,1997,adventure
Buddy,84.0,3.9,13.0,1997,comedy
Buddy,84.0,3.9,13.0,1997,family
Con Air,115.0,6.5,1289.0,1997,action
Con Air,115.0,6.5,1289.0,1997,thriller
Con Air,115.0,6.5,1289.0,1997,crime
Late Bloomers,107.0,4.0,1.0,1996,
The Pillow Book,126.0,6.9,41.0,1996,drama
The Pillow Book,126.0,6.9,41.0,1996,foreign
The Pillow Book,126.0,6.9,41.0,1996,romance
To Have (Or Not),89.0,0.0,0.0,1995,drama
To Have (Or Not),89.0,0.0,0.0,1995,romance
Speed 2: Cruise Control,121.0,4.1,439.0,1997,action
Speed 2: Cruise Control,121.0,4.1,439.0,1997,adventure
Speed 2: Cruise Control,121.0,4.1,439.0,1997,thriller
Squeeze,95.0,6.0,1.0,1997,crime
Squeeze,95.0,6.0,1.0,1997,drama
Sudden Manhattan,80.0,6.0,1.0,1996,comedy
Sudden Manhattan,80.0,6.0,1.0,1996,thriller
The Next Step,0.0,0.0,0.0,1997,
Wedding Bell Blues,102.0,5.5,2.0,1996,comedy
Wedding Bell Blues,102.0,5.5,2.0,1996,romance
Batman & Robin,125.0,4.2,1447.0,1997,action
Batman & Robin,125.0,4.2,1447.0,1997,crime
Batman & Robin,125.0,4.2,1447.0,1997,fantasy
Dream with the Fishes,97.0,7.7,10.0,1997,comedy
Roseanna's Grave,98.0,6.3,4.0,1997,comedy
Roseanna's Grave,98.0,6.3,4.0,1997,romance
Roseanna's Grave,98.0,6.3,4.0,1997,drama
Head Above Water,92.0,5.8,39.0,1996,comedy
Head Above Water,92.0,5.8,39.0,1996,thriller
Hercules,93.0,7.3,1741.0,1997,animation
Hercules,93.0,7.3,1741.0,1997,family
Hercules,93.0,7.3,1741.0,1997,fantasy
Hercules,93.0,7.3,1741.0,1997,adventure
Hercules,93.0,7.3,1741.0,1997,comedy
Hercules,93.0,7.3,1741.0,1997,romance
The Last Time I Committed Suicide,92.0,6.7,7.0,1997,drama
MURDER and murder,113.0,8.0,2.0,1996,drama
MURDER and murder,113.0,8.0,2.0,1996,romance
My Best Friend's Wedding,105.0,6.4,606.0,1997,comedy
My Best Friend's Wedding,105.0,6.4,606.0,1997,romance
Tetsuo II: Body Hammer,83.0,5.6,24.0,1992,science fiction
Tetsuo II: Body Hammer,83.0,5.6,24.0,1992,horror
Tetsuo II: Body Hammer,83.0,5.6,24.0,1992,drama
Tetsuo II: Body Hammer,83.0,5.6,24.0,1992,thriller
When the Cat's Away,91.0,6.1,16.0,1996,comedy
